product_name,brand,category,price,promo_price,volume_ml,rating,review_count,shade_count,finish_type,coverage_level,skin_type,availability,source_url
Soft'lit Naturally Luminous Longwear Foundation — 265,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-265
Soft'lit Naturally Luminous Longwear Foundation — 140,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-140
Soft'lit Naturally Luminous Longwear Foundation — 250,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-250
Eaze Drop Blur + Smooth Tint Stick — 24,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-24
Eaze Drop Lightweight Blurring Skin Tint — 25,Fenty Beauty,Foundations & Concealers,38.0,,32.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-lightweight-blurring-skin-tint-25
Hydra Vizor Huez Tinted Moisturizer Broad Spectrum Mineral SPF 30 Sunscreen Refill — 10,Fenty Skin,Foundations & Concealers,37.0,,32.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/hydra-vizor-huez-tinted-moisturizer-broad-spectrum-mineral-spf-30-sunscreen-refill-10
Eaze Drop Blur + Smooth Tint Stick — 25,Fenty Beauty,Foundations & Concealers,38.0,,9.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/eaze-drop-skin-tint-foundation-stick-25
Soft'lit Naturally Luminous Longwear Foundation — 498,Fenty Beauty,Foundations & Concealers,39.9,,32.0,,,1,lumineux,moyen,sèche,en stock,https://fentybeauty.com/en-fr/products/softlit-naturally-luminous-longwear-foundation-498
Hydra Vizor Huez SPF 30 Refillable Tinted Moisturizer Set,Fenty Skin,Foundations & Concealers,42.0,,32.0,,,1,naturel,léger,mixte,en stock,https://fentybeauty.com/en-fr/products/hydra-vizor-huez-spf-30-refillable-tinted-moisturizer-set
Light Reflecting Advanced Skincare Foundation,NARS,fond de teint,56.0,,30.0,4.5,732.0,47,,,sèche / sensible,en stock,https://www.narscosmetics.fr/fr/light-reflecting-advanced-skincare-foundation/999NAC0000141.html
Soin hydratant teinté Pure Radiant SPF 30/PA+++,NARS,fond de teint,51.0,,50.0,4.7,489.0,16,Rayonnant,,grasse / sèche / tous types,en stock,https://www.narscosmetics.fr/fr/soin-hydratant-teint%C3%A9-pure-radiant-spf-30-pa/999NACTINTED9.html
Soft Matte Complete Foundation,NARS,fond de teint,46.0,27.6,45.0,4.3,461.0,30,,,grasse / sèche,en stock,https://www.narscosmetics.fr/fr/soft-matte-complete-foundation/999NAC0000112.html
Natural Radiant Longwear Foundation,NARS,fond de teint,56.0,,30.0,4.4,821.0,33,,Moyenne à totale,sèche,en stock,https://www.narscosmetics.fr/fr/natural-radiant-longwear-foundation/999NAC0000065.html
Sheer Glow Foundation,NARS,fond de teint,52.0,,30.0,4.5,677.0,34,Naturel,,sèche,en stock,https://www.narscosmetics.fr/fr/sheer-glow-foundation/999NACSGLWF01.html
NATURAL MATTE LONGWEAR FOUNDATION,NARS,fond de teint,56.0,,30.0,4.7,188.0,45,,Moyenne à totale,grasse / sèche,en stock,https://www.narscosmetics.fr/fr/natural-matte-longwear-foundation/999NAC0000285.html
Soft Matte Complete Concealer,NARS,correcteur,37.0,,6.2,4.7,493.0,30,Lisse et mat,Totale,,en stock,https://www.narscosmetics.fr/fr/soft-matte-complete-concealer/999NAC0000045.html
Radiant Creamy Concealer,NARS,correcteur,37.0,,6.0,4.7,894.0,30,Rayonnant,,sèche / tous types,en stock,https://www.narscosmetics.fr/fr/radiant-creamy-concealer/999NACRCC0001.html
Mini Radiant Creamy Concealer,NARS,correcteur,19.0,,1.4,4.6,165.0,30,Rayonnant,,sèche / tous types,en stock,https://www.narscosmetics.fr/fr/mini-radiant-creamy-concealer/999NARSBTGRCC.html
LIGHT REFLECTING EYE BRIGHTENER,NARS,correcteur,39.0,,6.0,4.5,124.0,6,Lumineux,,sèche,en stock,https://www.narscosmetics.fr/fr/light-reflecting-eye-brightener/999NAC0000171.html
Infaillible 24H Fresh Wear Foundation,L'Oréal Paris,fond de teint,16.99,,30.0,4.4,1284.0,35,mat,totale,grasse / mixte,En stock,https://www.sephora.fr/p/infaillible-24h-fresh-wear-foundation-P10030467.html
Infaillible 32H Matte Cover Foundation,L'Oréal Paris,fond de teint,16.99,,30.0,4.3,876.0,30,mat,totale,grasse,En stock,https://www.sephora.fr/p/infaillible-32h-matte-cover-foundation-P10064782.html
True Match Super-Blendable Foundation,L'Oréal Paris,fond de teint,14.99,,30.0,4.5,2103.0,40,naturel,modulable,tous types,En stock,https://www.sephora.fr/p/true-match-super-blendable-foundation-P10012884.html
Accord Parfait Foundation,L'Oréal Paris,fond de teint,14.99,11.99,30.0,4.2,1567.0,33,naturel,moyenne,tous types,En stock,https://www.sephora.fr/p/accord-parfait-foundation-P10009821.html
Infaillible More Than Foundation,L'Oréal Paris,fond de teint,17.99,,30.0,4.4,943.0,28,satiné,totale,mixte / sèche,En stock,https://www.sephora.fr/p/infaillible-more-than-foundation-P10047832.html
Age Perfect Radiant Foundation SPF 15,L'Oréal Paris,fond de teint,17.99,,30.0,4.3,612.0,18,lumineux,légère,sèche / sensible,En stock,https://www.sephora.fr/p/age-perfect-radiant-foundation-spf15-P10021347.html
True Match Nude Hyaluronic Tinted Serum,L'Oréal Paris,fond de teint,16.99,,30.0,4.6,1891.0,12,naturel,légère,tous types,En stock,https://www.sephora.fr/p/true-match-nude-hyaluronic-tinted-serum-P10068901.html
Infaillible 24H Fresh Wear Foundation en Poudre,L'Oréal Paris,fond de teint,18.99,,9.0,4.1,534.0,20,mat,moyenne,grasse / mixte,En stock,https://www.sephora.fr/p/infaillible-24h-fresh-wear-foundation-poudre-P10051234.html
Infaillible More Than Concealer,L'Oréal Paris,correcteur,13.99,,11.0,4.5,1423.0,25,mat,totale,tous types,En stock,https://www.sephora.fr/p/infaillible-more-than-concealer-P10049023.html
True Match Concealer,L'Oréal Paris,correcteur,11.99,,6.8,4.3,987.0,18,naturel,modulable,tous types,En stock,https://www.sephora.fr/p/true-match-concealer-P10007654.html
Age Perfect Radiant Concealer,L'Oréal Paris,correcteur,13.99,,10.0,4.4,743.0,10,lumineux,moyenne,sèche / sensible,En stock,https://www.sephora.fr/p/age-perfect-radiant-concealer-P10022876.html
Infaillible Full Wear Concealer Waterproof,L'Oréal Paris,correcteur,13.99,10.99,10.0,4.6,2145.0,27,mat,totale,tous types,En stock,https://www.sephora.fr/p/infaillible-full-wear-concealer-waterproof-P10073412.html
Color Riche Free the Nudes Lipstick,L'Oréal Paris,lèvres,12.99,,,4.4,876.0,16,satiné,,,En stock,https://www.sephora.fr/p/color-riche-free-the-nudes-P10069834.html
Infaillible 24H Matte Lip Liner,L'Oréal Paris,lèvres,9.99,,,4.2,634.0,12,mat,,,En stock,https://www.sephora.fr/p/infaillible-24h-matte-lip-liner-P10043298.html
Infaillible Matte Resistance Liquid Lipstick,L'Oréal Paris,lèvres,13.99,,5.0,4.5,1102.0,20,mat,,,En stock,https://www.sephora.fr/p/infaillible-matte-resistance-liquid-lipstick-P10061234.html
Color Riche Plump & Shine Lipstick,L'Oréal Paris,lèvres,13.99,,,4.3,489.0,11,lumineux,,,En stock,https://www.sephora.fr/p/color-riche-plump-shine-lipstick-P10055671.html
Brilliant Signature Liquid Lipstick,L'Oréal Paris,lèvres,12.99,,6.4,4.4,721.0,18,lumineux,,,En stock,https://www.sephora.fr/p/brilliant-signature-liquid-lipstick-P10047109.html
Color Riche Satin Lipstick,L'Oréal Paris,lèvres,11.99,8.99,,4.5,3241.0,60,satiné,,,En stock,https://www.sephora.fr/p/color-riche-satin-lipstick-P10003421.html
Voluminous Original Mascara,L'Oréal Paris,yeux,12.99,,8.0,4.3,2876.0,2,,,,En stock,https://www.sephora.fr/p/voluminous-original-mascara-P10001234.html
Paradise Mascara Waterproof,L'Oréal Paris,yeux,14.99,,6.4,4.5,1987.0,1,,,,En stock,https://www.sephora.fr/p/paradise-mascara-waterproof-P10038921.html
Bambi Eye Mascara,L'Oréal Paris,yeux,13.99,,9.9,4.4,1543.0,2,,,,En stock,https://www.sephora.fr/p/bambi-eye-mascara-P10029876.html
Infaillible Grip 36H Gel Automatic Eyeliner,L'Oréal Paris,yeux,11.99,,,4.6,1234.0,8,,,,En stock,https://www.sephora.fr/p/infaillible-grip-36h-gel-eyeliner-P10064312.html
Color Queen Oil Shadow,L'Oréal Paris,yeux,10.99,,,4.2,456.0,24,lumineux,,,En stock,https://www.sephora.fr/p/color-queen-oil-shadow-P10041287.html
Infaillible 24H Eye Shadow,L'Oréal Paris,yeux,9.99,7.49,,4.1,678.0,30,mat,,,En stock,https://www.sephora.fr/p/infaillible-24h-eye-shadow-P10015678.html
Telescopic Lift Mascara,L'Oréal Paris,yeux,14.99,,9.9,4.6,2312.0,1,,,,En stock,https://www.sephora.fr/p/telescopic-lift-mascara-P10072341.html
Matte Signature Liquid Eyeliner,L'Oréal Paris,yeux,10.99,,,4.3,891.0,5,mat,,,En stock,https://www.sephora.fr/p/matte-signature-liquid-eyeliner-P10058234.html
True Match Blush,L'Oréal Paris,blush & bronzer,13.99,,6.0,4.4,876.0,7,satiné,,tous types,En stock,https://www.sephora.fr/p/true-match-blush-P10011234.html
Infaillible 24H Fresh Wear Loose Powder,L'Oréal Paris,blush & bronzer,14.99,,17.0,4.3,543.0,4,mat,légère,grasse / mixte,En stock,https://www.sephora.fr/p/infaillible-24h-fresh-wear-loose-powder-P10067891.html
Glam Bronze Powder,L'Oréal Paris,blush & bronzer,14.99,11.99,10.0,4.5,1023.0,5,lumineux,,tous types,En stock,https://www.sephora.fr/p/glam-bronze-powder-P10008765.html
True Match Healthy Glow Bronzing Powder,L'Oréal Paris,blush & bronzer,15.99,,12.0,4.4,712.0,3,lumineux,,tous types,En stock,https://www.sephora.fr/p/true-match-healthy-glow-bronzing-powder-P10054321.html
Infaillible Blush Paint,L'Oréal Paris,blush & bronzer,12.99,,9.0,4.2,387.0,6,satiné,,tous types,Rupture,https://www.sephora.fr/p/infaillible-blush-paint-P10070123.html
HD Skin Foundation,MAKE UP FOR EVER,fond de teint,42.0,,30.0,4.6,524.0,40,lumineux,moyenne a haute,grasse / sèche / mixte,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/hd-skin-foundation
Reboot Active Care Revitalizing Foundation,MAKE UP FOR EVER,fond de teint,48.0,33.6,30.0,4.4,312.0,35,naturel,modulable,tous types,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/reboot-active-care-revitalizing-foundation
Aqua XL-Pro Longwear Matte Foundation,MAKE UP FOR EVER,fond de teint,39.0,,30.0,4.5,418.0,40,mat,totale,grasse / mixte,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/aqua-xl-pro-longwear-matte-foundation
Watertone Skin-Improving Water Cream Foundation,MAKE UP FOR EVER,fond de teint,44.0,,30.0,4.3,276.0,30,naturel,legere,sèche / sensible,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/watertone-skin-improving-water-cream-foundation
Ultra HD Invisible Cover Foundation,MAKE UP FOR EVER,fond de teint,45.0,,30.0,4.7,693.0,45,lumineux,totale,sèche / sensible,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/ultra-hd-invisible-cover-foundation
Matte Velvet Skin Blurring Powder Foundation,MAKE UP FOR EVER,fond de teint,36.0,,11.0,4.2,198.0,35,mat,totale,grasse,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/matte-velvet-skin-blurring-powder-foundation
HD Skin Mist & Set Setting Spray,MAKE UP FOR EVER,fond de teint,34.0,,100.0,4.6,342.0,1,,,,en stock,https://www.makeupforever.com/fr/fr/teint/fonds-de-teint/hd-skin-mist-set-setting-spray
Full Cover Waterproof Concealer,MAKE UP FOR EVER,correcteur,35.0,,15.0,4.8,567.0,40,mat,totale,,en stock,https://www.makeupforever.com/fr/fr/teint/correcteurs-anti-cernes/full-cover-waterproof-concealer
Underpainting Color Correcting Pen,MAKE UP FOR EVER,correcteur,29.0,,3.0,4.4,289.0,4,mat,modulable,,en stock,https://www.makeupforever.com/fr/fr/teint/correcteurs-anti-cernes/underpainting-color-correcting-pen
Artist Cover Longwear Full Coverage Concealer,MAKE UP FOR EVER,correcteur,32.0,,10.0,4.5,421.0,45,mat,totale,tous types,en stock,https://www.makeupforever.com/fr/fr/teint/correcteurs-anti-cernes/artist-cover-longwear-full-coverage-concealer
Sens'Eyes Eye Contour Concealer,MAKE UP FOR EVER,correcteur,38.0,,7.5,4.3,198.0,20,lumineux,totale,sensible / sèche,en stock,https://www.makeupforever.com/fr/fr/teint/correcteurs-anti-cernes/sens-eyes-eye-contour-concealer
